BRAND,VERTICAL,WEBSITE,AD_LIBRARY_URL,ACTIVE_ADS_COUNT,AD_SCALE_EVIDENCE,LANDING_PAGE_TYPE,PRODUCTS_OFFERED,HERO_FORMULATION,GENERIC_OR_COMPOUNDED,PRICING_AS_LISTED,EFFECTIVE_PRICE_PER_MONTH,INTRO_OR_TRIAL_OFFER,DISCOUNTS_AND_BUMPS,GUARANTEE,CONSULT_FEE,PRIMARY_ANGLE,CTA_WORDING,CRO_ELEMENTS,FUNNEL_MODEL,SUBSCRIPTION_STRUCTURE,COMPANY_SCALE,VERDICT_NOTES,SOURCE_AND_DATE
Sesame Care,"Broad marketplace: urgent care, Rx refills, mental health, weight loss, menopause, PCOS, birth control, fertility, ED, skincare, pediatrics",https://sesamecare.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=sesame%20care&search_type=keyword_unordered,251,"Retrieved via Apify actor apify/facebook-ads-scraper (onlyTotal mode) on 2026-08-14; direct HTTP to facebook.com/ads/library returns 403 and headless crawls return only the JS shell. CAVEAT: keyword_unordered counts every advertiser whose ad text matches the term, including affiliates, so it is an upper bound on the brand's own ads, not a clean brand count.",Service-tile marketplace grid rather than a single hero offer. Each tile leads to a condition page with an upfront visit price.,"Doctor visits sold as the product. For ED: generic sildenafil, tadalafil, avanafil, vardenafil. Weight loss: brand-name GLP-1s via 'Success by Sesame'.","No proprietary formulation - Sesame is a visit marketplace, not a product brand.","Generic, dispensed through the patient's own retail pharmacy: 'Your ED prescription to your preferred pharmacy for home delivery or same-day pickup.' No in-house compounding.","Visits from $34; urgent care, Rx refill and ED visits 'From $38/visit'; pediatric 'From $50/visit'. Subscriptions: mental health from $79/mo; weight loss, menopause and PCOS from $59/mo; skincare from $59/mo. GLP-1 medication billed separately: Wegovy pill and Foundayo from $149/mo, Zepbound vial and KwikPen from $299/mo, standard self-pay Wegovy/Ozempic $349/mo.","$34-$38 per one-off visit with no subscription, or $59/mo for ongoing care - plus medication at cost. For ED specifically this is the cheapest entry point in the dataset if the patient only needs one visit.",GLP-1 promo: '$199 per month for the first two consecutive months of therapy at the lowest available dosage strengths'. Refer-a-friend 'Give $10'.,No order bumps - the model is a la carte. A pharmacy savings card ('up to 80%') is offered alongside.,"No satisfaction guarantee. Conditional refund only: 'If you cancel before your initial visit start time, you will receive a full refund'; 'Fees paid for previous months are not refundable.'","THE CONSULT IS THE PRODUCT - $34-$38 per visit, charged explicitly and separately from medication. Stated verbatim on the weight-loss page: 'The subscription fee does not include the cost of medication.' This is the clearest consult/product separation of any brand in the set.","Price transparency and cash-pay affordability: book upfront, see the price before you book, skip insurance.","'Get started', 'Learn more', 'Start', 'Visit page'","claims: '1M+ patients agree', '10K+ board-certified providers', '$50M+ saved by patients'; patient testimonial; 'at half the price' anchoring; generic-vs-brand price comparison table on the ED page; referral loop.",Consult (per-visit fee) or subscription -> e-prescription -> the patient's own retail pharmacy. NOT compounded-ship-to-door.,"Pay-per-visit for acute needs; 'Success by Sesame' subscription for ongoing conditions with month-to-month, 3-month (saves $60), 6-month and annual (saves $480) tiers. Medication always billed separately.",Private. Total funding ~$84.8M across 4 rounds per Tracxn; Series B of $27M led by GV in 2022. No revenue figure found - UNVERIFIED. claims: 1M+ patients.,"A different business model, not a direct competitor, but it sets the price ceiling a compounded brand has to argue against: a customer can get a real ED consult here for $38 and fill generic sildenafil for about $15 per 10 tablets. Any compounded offer at $100+/mo must justify that gap on formulation, convenience or format - which is exactly why the compounded brands in this set sell multi-active blends and novel delivery formats rather than plain sildenafil.",https://sesamecare.com/ ; https://sesamecare.com/service/online-ed-consult ; https://sesamecare.com/service/online-weight-loss-program ; https://techcrunch.com/2022/06/14/sesame-closes-on-27m-in-funding-to-grow-its-pay-per-visit-medical-care-marketplace/ ; Meta Ad Library URL in column D - retrieved 2026-08-14
PlushCare,"Broad primary/urgent care, mental health, weight loss (GLP-1), sexual health/ED, chronic care, pediatrics",https://plushcare.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=plushcare&search_type=keyword_unordered,18,"Retrieved via Apify actor apify/facebook-ads-scraper (onlyTotal mode) on 2026-08-14; direct HTTP to facebook.com/ads/library returns 403 and headless crawls return only the JS shell. CAVEAT: keyword_unordered counts every advertiser whose ad text matches the term, including affiliates, so it is an upper bound on the brand's own ads, not a clean brand count. Only 18 active US ads on 2026-08-14, consistent with a brand that now acquires through employer/insurer channels rather than paid DTC.","Marketing/marketplace homepage with mega-nav, hero and trust stats, feeding an appointment booking flow.","Doctor visits across many conditions. Weight loss is the most merchandised category (brand-name GLP-1s: Zepbound, Wegovy, Saxenda, Contrave, Xenical, Mounjaro, Ozempic, Victoza).",No proprietary formulation - a physician-visit marketplace.,Generic and brand-name via retail pharmacy: 'pick up your prescription from your pharmacy'. No compounding language anywhere on the site.,Membership $19.99/month ('Less than $1 a day'). Visit cost: insurance copay for insured patients ('most patients with in-network insurance pay $30 or less'); $129 for a non-member self-pay visit. 'The average insured patient pays less than $25 to speak with one of our physicians.',$19.99/mo membership plus per-visit cost. Effectively $19.99-$50/mo for an insured active user; $129 for a one-off self-pay visit with no membership. The discounted self-pay visit rate under membership was not retrievable - UNVERIFIED.,No time-limited intro promo found. The $19.99/mo membership is itself the discount mechanism.,No order bumps - membership is the upsell.,"Explicit and unusually clear: 'If we're unable to treat you, we'll provide a full refund. Please note that any medication or lab work costs are not included.' Refunds ARE given for inability to treat, connectivity failure, doctor no-show beyond 10 minutes, and licensing/insurance-verification failures. Refunds are NOT given once a clinical assessment is performed, and 'all sales are final' on filled prescriptions.",Membership $19.99/mo plus a separate per-visit fee. Refund policy states plainly: 'Refund is for the appointment cost and not membership fees.',"Legitimacy and insurance acceptance - real doctors, real insurance, low friction.","'Book appointment' (nav), 'Book an appointment' (hero), 'Log in'","'4.9 star rating (130k+) from the App Store'; '1M+ Members treated'; 'Insurance accepted, but not required'; insurer logo wall; the guarantee placed directly under the hero CTA as point-of-decision risk reversal; BBB and HIPAA badges.",Membership + per-visit consult -> e-prescription -> the patient's own retail pharmacy.,Single membership tier at $19.99/month; no annual option found - UNVERIFIED.,"Funding reported at ~$31-33.6M across 3 rounds, latest $23M in June 2020. MATERIAL: PlushCare was acquired by Accolade around 2026-04-01 per aggregator listings, making it a subsidiary rather than an independent scaling brand. The acquisition date is MEDIUM confidence - flagged for spot-check. Current revenue UNVERIFIED.","Not a competitor for a compounded-Rx launch, but it owns the one asset none of the DR brands have: a guarantee placed directly under the hero CTA, in plain language, with the exclusions stated in the same sentence. That is how to write risk reversal that survives legal review - promise only what you will actually refund (the consult), and say out loud what you will not (medication and labs).",https://plushcare.com/ ; https://plushcare.com/sexual-health ; https://plushcare.com/refund-policy ; Meta Ad Library URL in column D - retrieved 2026-08-14
Ro (Roman / Ro women's),Broad telehealth,ro.co,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=ro.co&search_type=keyword_exact_phrase,UNVERIFIED,"Ad count not reliably verifiable in this pass. The brand token 'Ro' is too short and too common for a dependable Meta Ad Library keyword query, and no page-scoped numeric ID lookup was available without a login. Reported as UNVERIFIED rather than publishing a polluted number",Category site with per-condition intake flows,"Weight loss (Wegovy pill and pen, Zepbound, Ozempic, Foundayo, Saxenda), sexual health, fertility testing and prenatal vitamins, men's and women's hair loss, skin (custom prescriptions and LATISSE), daily health supplements",No hirsutism or unwanted facial hair offering anywhere in the catalog,Brand and compounded,Not published on the homepage. References 'lowest prices' and notes generic sildenafil is up to 95% cheaper than branded,UNVERIFIED,None,None observed,None stated,Not published,The trusted large-scale telehealth platform with the lowest prices,Get started / Start losing weight / Start now,"claims: '3,000,000+ members and counting' and '95% love their experience' as the dominant trust signals; no star ratings or review counts",Category to intake to Rx,Subscription,"claims: 3,000,000+ members (company's own marketing claim)","THE THIRD ABSENT GIANT. Ro sells women's hair loss and custom skin prescriptions to 3M+ members and still sells nothing for unwanted facial hair. Together with Hers and Nurx that is three of the largest US consumer telehealth platforms declining the category. Read it as opportunity, but also as a caution worth diligencing: confirm whether the gap is demand-related or supply and regulatory-related before committing spend.",https://ro.co/ + verified 2026-08-14
AFFILIATE NETWORKS (negative finding),ClickBank / Digistore24 / BuyGoods,clickbank.com,n/a,0 identified,"No PCOS, hirsutism or facial-hair offer surfaced in ClickBank's published top-offer and category listings for 2026. Network marketplaces require login to enumerate fully - NOT SEARCHED BEHIND LOGIN per no-login constraint.",n/a,No matching offer identified,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a - no offer found,n/a,n/a,n/a,n/a,n/a,"NEGATIVE FINDING, HONESTLY BOUNDED: no hirsutism or PCOS-facial-hair offer appears in ClickBank's public listings, and the marketplace itself was not enumerated because that requires a login. For scale contrast, ClickBank's public benchmarks show top health offers at ~$135 average payout and $1.25+ EPC. The absence of an affiliate offer in this niche means the grey operators above are running their own media rather than renting affiliates - so there is no army of affiliates to outbid.",https://www.clickbank.com/blog/clickbank-top-offers/ + https://www.clickbank.com/blog/best-supplement-affiliate-programs/ 2026-08-14
Strut Health,Compounded telehealth (multi-category),struthealth.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Strut%20Health&search_type=keyword_exact_phrase,0,Meta Ad Library returned 'No ads match your search criteria' on the exact-phrase query on 2026-08-14. No active US ads confirmed. This brand is not buying Meta traffic,Category grid with an online visit intake,"Seven categories: Sexual Health, Testosterone, Weight Loss, Hair Loss, Skin, Peptides and Menopause. Hair loss features Dutasteride Topical, marketed as a 5-IN-1 HAIR FORMULA and DHT Blocker, plus Oral Minoxidil",No eflornithine or hirsutism product exists in the catalog,Compounded; the site describes products as 'pharmacy-compounded',Not published on the homepage,UNVERIFIED,None,Free shipping,"None stated on the homepage, though a refund policy link exists",Not disclosed; the online visit is described as taking about 5 minutes,Pharmacy-compounded formulas reviewed by licensed US physicians,Get Started / Start your online visit,"'Complete Your Online Visit' framed as a 5-minute task to reduce perceived effort; free shipping; discreet delivery; licensed US physician review. No star ratings, no review counts and no published prices",Online visit to Rx to compounded fill,Subscription; cadence not published,UNVERIFIED,"A COMPOUNDING GENERALIST THAT SKIPPED THE CATEGORY. Strut already runs multi-category compounded telehealth with the exact fulfillment stack our product needs, and still has no facial hair SKU. Combined with Hers, Nurx, Ro, Curology and Mochi all skipping it, this is a consistent pattern rather than one company's oversight.","https://www.struthealth.com/ + Meta Ad Library, verified 2026-08-14"
Michael Todd Beauty (Sonicsmooth),Dermaplaning device,michaeltoddbeauty.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=facial%20hair%20women&search_type=keyword_unordered,12 (rendered subset),"12 of 90 rendered cards on ""facial hair women"" (~3,900 total, broad/noisy) plus 4 on ""chin hair"" (~27,000 total, noisy). Dedicated michaeltoddbeauty.com/sonicsmooth destination cards.",DTC product page,Sonicsmooth at-home sonic dermaplaning system,Sonic dermaplaning blade device,n/a - device,$72.60 (compare-at $121.00),$6.05/mo (device annualized over 12 mo); refill cost not published on page,40% off compare-at price,None published,30 days money-back guarantee + 3 Year Warranty,n/a,"""Remove unwanted facial hair while providing an expert exfoliating treatment"" - dual hair-removal and skincare benefit","""Add to cart"" (ad CTA: ""Easy At-Home Dermaplaning / Shop Now"")","4.5/5 from 8,651 reviews; 3-year warranty; compare-at anchor; dual-benefit framing",Ad -> product page -> cart,None on device (refill program not shown),Established DTC beauty device brand,"ACTIVELY BUYING OUR KEYWORDS AT THE CHEAPEST EFFECTIVE PRICE IN THE FIELD (~$6/mo). 8,651 reviews is the largest verified review base of any device here. But dermaplaning only cuts hair at the surface - it is a shaving substitute sold as a treatment.",https://michaeltoddbeauty.com/products/sonicsmooth + Meta Ad Library 2026-08-14
DERMAFLASH,Dermaplaning device + consumable refills,dermaflash.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=peach%20fuzz&search_type=keyword_unordered,~120 (measured 2026-08-14),"Not isolated in the rendered subset of the ""peach fuzz"" sweep (~2,700 total active US, broad). | verified via https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Dermaflash&search_type=keyword_unordered&media_type=all",DTC product page,DERMAFLASH LUXE+ device; LUXE+ Replenishment Kit (MicroFine Edges + PREFLASH cleanser),Sonic dermaplaning device with consumable blade edges,n/a - device,Device $199.00; Replenishment Kit $29.00 per 4-week supply; Subscribe + Save 10% and free shipping,$48.00/mo total in year one ($16.58 device annualized + $31.42/mo refills at $29 per 4 weeks); ~$31/mo thereafter,60-Day Risk-Free Trial,"Subscribe + Save 10% on refills, free shipping",60-Day Money-Back Guarantee (full refund minus shipping/handling),n/a,"Sonic dermaplaning plus peach fuzz removal; explicitly reassures ""Your peach fuzz will grow back exactly as it was before""","""Add to cart - $199""","4.8/5 from 964 reviews; claims: 100% saw instant texture improvement, 97% less visible fine lines, 94% reduced dark spots; subscription refill program",DTC -> device purchase -> consumable subscription,"Refill subscription, 4-week interval, 10% off",Established prestige beauty device brand,"THE BEST BUSINESS MODEL IN THE WHOLE SET AND THE CLEAREST PROOF OF OUR THESIS: $48/mo effective, and she re-subscribes forever because the razor-blade model never ends. Note they openly admit the hair grows back unchanged - a permanent-consumable trap we can attack head-on.",https://dermaflash.com/products/dermaflash-luxe-plus 2026-08-14
HeroMD 4-MAX (affiliate/PR funnel — NOT on the live brand site),ED (sexual health),"heromd.us (no live 4-MAX page; https://heromd.us/4-max, /lp/4-max and /max all return Framer ""Page Not Found"" as of 2026-08-14)",https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=heromd&search_type=keyword_unordered,~850 (measured 2026-08-14),Same keyword query as the HeroMD row; no way to separate 4-MAX-specific ads from brand ads in a keyword search — UNVERIFIED as a distinct ad count. | agent-reported: 663 | verified via https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=HeroMD&search_type=keyword_unordered&media_type=all,"Paid press-release / advertorial network (ACCESS Newswire, GlobeNewswire, Newswire, Barchart syndication) plus affiliate review sites — not a first-party HeroMD landing page","4-MAX, described as a four-ingredient sublingual liquid",Vardenafil 7.5mg + Sildenafil 40mg + Tadalafil 4mg + Apomorphine 2mg (sublingual liquid) — per press release only; NOT confirmed on any HeroMD-owned page,Compounded (per press release),"""$3 per dose on a subscription"" — described in the release itself as ""published promotional pricing as of June 2026"" and ""subject to change""",UNVERIFIED — no monthly price published; depends on undisclosed pack size,"UNVERIFIED — the partner-reported 5/10/20-pack ladder and ""double-up"" bump could NOT be confirmed on any HeroMD-owned page or in any independent source. Do not treat as fact.",UNVERIFIED — no order bump documented in any source I could retrieve. The partner's 'double-up bump' and 'price hike on rebill' are NOT corroborated by HeroMD's own site or terms.,"No refund: ""once approved and shipped, it cannot be returned or refunded"" — consistent with HeroMD's own ToS",UNVERIFIED,"""Skip the wait"" — apomorphine positioned as the neurological/desire component that PDE5 inhibitors alone do not address",UNVERIFIED — no first-party 4-MAX page exists to quote a CTA from,"Press-release trust framing only (LegitScript, compounding-pharmacy language, ""clinician approval not guaranteed"")",Advertorial/PR -> affiliate link -> presumably the same try.heromd.us intake — funnel path UNVERIFIED,"Auto-renew monthly or every two months, cancel before next shipment (matches HeroMD ToS)","Same entity as HeroMD (Cured Med, LLC) if genuinely HeroMD's product — UNVERIFIED","READ THIS BEFORE RELYING ON 4-MAX. Every 4-MAX source I could find is paid press-release distribution carrying an explicit affiliate disclosure (""A commission may be earned on qualifying purchases made through links in this content""), and the product 404s on heromd.us itself, which currently sells only SURGE, PRIME and THE HERO. So 4-MAX is either an affiliate-only funnel SKU, a discontinued product, or PR-inflated. The formulation is also notable for a different reason: apomorphine is not an FDA-approved oral ED drug in the US, which makes a compounded apomorphine ED product a materially higher regulatory risk than a sildenafil/tadalafil blend. Treat the partner's 4-MAX pricing ladder as unconfirmed until someone runs the funnel with a real intake.",https://heromd.us/4-max (404) ; https://www.barchart.com/story/news/2614087/heromd-4-max-reviews-and-complaints-2026-legit-compounded-ed-prescription-or-hype-apomorphine-explained-the-no-refund-rule-and-what-to-verify-before-enrolling ; https://www.accessnewswire.com/newsroom/en/healthcare-and-pharmaceutical/heromd-4-max-review-2026-the-four-ingredient-sublingual-ed-prescripti-1166819 — all retrieved 2026-08-14
HeroMD,ED (sexual health) + hair loss,https://heromd.us,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=heromd&search_type=keyword_unordered,~850 (measured 2026-08-14),"Meta Ad Library active-ad total for keyword ""heromd"" (US, all ad types), retrieved via Apify apify/facebook-ads-scraper onlyTotal mode 2026-08-14. CAVEAT: keyword_unordered search counts any advertiser whose ad matches the term, so this includes affiliate/arbitrage advertisers promoting HeroMD, not only the brand's own page. | agent-reported: 663 | verified via https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=HeroMD&search_type=keyword_unordered&media_type=all",Framer-built brand site with per-product long-form PDP/advertorial hybrid; all CTAs push into a hosted multi-step quiz funnel on try.heromd.us,"3 live ED products: SURGE (2-in-1 on-demand ODT), PRIME (4-in-1 daily chewing gum), THE HERO (2-in-1 max dose); plus a hair loss line","SURGE: Sildenafil 80mg + Pycnogenol 50mg (orally disintegrating tablet, fruit-flavored). PRIME: Tadalafil 5mg + Vardenafil 5mg + Vitamin D3 2000 IU + Vitamin K2 1mg (daily chewing gum). THE HERO: Sildenafil 70mg + Tadalafil 20mg.","Compounded — site states verbatim: ""This is a compounded medication. Compounded medications are not FDA-approved but contain FDA-approved active ingredients."" Compounded at Epiq Scripts / Southend Pharmacy / AbsoluteRX / Emerald Compounding.","Only price published outside the gated funnel: ""Start Today for $2.2/dose"" (PRIME). Pack-size ladder and checkout prices sit behind the medical intake quiz and were NOT reachable without submitting fabricated medical data — UNVERIFIED.","UNVERIFIED as listed. Derived only: at the site's stated $2.2/dose, PRIME daily dosing implies ~$66/mo (30 doses). HeroMD does not publish a monthly price pre-quiz.","""TODAY ONLY: GET 1 MONTH FREE*"" sitewide banner (asterisk terms not published on-page); ""60 Night Risk Free Trial"" stated under hero CTAs on both PRIME and SURGE pages",UNVERIFIED — order bumps/double-up upsells occur post-intake at checkout and were not reachable without submitting fabricated medical data. No bumps are exposed on public pages.,"CONFLICT worth flagging: marketing says ""60 Night Risk Free Trial"" and FAQ says ""we offer a satisfaction guarantee on your first order"", but the binding Terms of Service say verbatim: ""Once a prescription product has been approved by a licensed provider and shipped, it cannot be returned or refunded, as required by U.S. consumer safety law.""","Not charged as a separate line item on public pages; claims: ""Licensed physician consultation included"" and consult ""only takes 5 min"". However ToS reserves the right to ""Charge for telehealth consultations"".","Performance/identity: ""Fast. Hard. Reliable. Every single time."" Positions multi-ingredient compounding as superior to single-molecule Viagra/Cialis; discretion angle (gum = partner never sees medication).","""GET STARTED"" (nav, caps), ""Get Started"", ""Learn More"", ""Start Today"", ""Start Today for $2.2/dose"", ""Start Prime Today"", ""Start online visit"", ""TODAY ONLY: GET 1 MONTH FREE*""","Trustpilot widget ""Rated 4.5 / 5 based on 931 reviews""; homepage ""4.8/5"" and ""10M+ Doses Delivered""; ""100,000+ MEN CHOSE TO BE THE HERO""; LegitScript seal (verifiable); HIPAA/FDA-registered-pharmacy badges; VERIFIED BUYER testimonial carousel; PubMed citations in footer; HSA/FSA eligible; ""Same-day / Discreet / Cancel anytime"" trust row",Quiz -> Rx -> ship (2-minute questionnaire on try.heromd.us -> physician review -> compounded pharmacy ships direct; no video visit required),"Auto-renewing subscription billed monthly OR every two months (customer choice), same date each cycle; descriptor ""HEROMD.US""; must cancel before next shipment via dashboard; one account per person; free shipping via USPS First Class; ships all 50 states","Operator entity is Cured Med, LLC, 4401 Ludwig Ln, Stafford, Texas (per ToS). Private; no disclosed revenue, funding or patient count — UNVERIFIED. claims: 10M+ doses delivered; claims: 100,000+ men.","Closest structural analogue to a new compounded-Rx brand: multi-ingredient compounded formulations, gum/ODT novelty formats, price framed per-dose not per-month, and all pricing gated behind the intake so competitors cannot shop the offer. The guarantee is the weak point — the advertised ""60 Night Risk Free Trial"" is contradicted by a hard no-refund clause in the ToS, which is exactly the kind of mismatch that draws FTC/chargeback risk. Do not copy that pattern.",https://heromd.us/ ; https://heromd.us/ed ; https://heromd.us/prime ; https://heromd.us/surge ; https://heromd.us/terms-of-service ; Meta Ad Library URL in column D — all retrieved 2026-08-14
BlueChew,ED (sexual health) — single vertical,https://bluechew.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=bluechew&search_type=keyword_unordered,"~3,000 (measured 2026-08-14)","Meta Ad Library active-ad total for keyword ""bluechew"" (US, all ad types), retrieved via Apify apify/facebook-ads-scraper onlyTotal mode 2026-08-14. CAVEAT: keyword_unordered includes affiliate advertisers using the brand name, so this overstates BlueChew's own page count. | agent-reported: 766 | verified via https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=BlueChew&search_type=keyword_unordered&media_type=all",Conversion-focused brand homepage with product-tier merchandising; every CTA routes into a quiz then a gated plan-selection page (bluechew.com/plans is JS-gated and would not render to any crawler),"8 chewable/sublingual formulations: SIL (sildenafil), TAD (tadalafil), VAR (vardenafil), DailyTAD, MAX, VMAX, GOLD, ENERGY","GOLD (the 4-in-1 hero, ""#1 Best Seller""): Tadalafil + Sildenafil + Apomorphine + Oxytocin, sublingual. Other tiers: SIL 30mg or 45mg; TAD 6mg or 9mg; VAR 8mg; DailyTAD 9mg tadalafil + multivitamins; MAX = sildenafil + tadalafil; VMAX = vardenafil + tadalafil; ENERGY = sildenafil + caffeine. Per-ingredient mg for GOLD/MAX/VMAX/ENERGY not published — UNVERIFIED.","Compounded — GOLD page states ""Compounded in the USA""","From BlueChew's own cost page: most plans ""~$25/month for 6 doses"" up to ""~$135/month for 34 doses""; GOLD ""~$75/month for 6 doses"" up to ""$269/month for 24 doses""; ""$2-$3 per chew"". Beginner guide states ""BlueChew plans start at $25, plus shipping and tax."" Exact per-plan price table is behind the gated /plans page — UNVERIFIED at plan-level granularity.","~$25/mo entry (6 doses) to ~$135/mo (34 doses) on standard plans; GOLD runs ~$75/mo (6 doses) to $269/mo (24 doses). Per-dose ~$2-$3 standard, ~$11-$12.50 for GOLD at the 6-dose tier (derived: $75/6).","NO free trial is documented anywhere on BlueChew's current site — not on the homepage, the beginner's guide, the returns policy, or the Terms and Conditions. The widely-repeated ""first month free, pay shipping"" offer could NOT be verified as currently live and should be treated as historical or promo-code-gated. UNVERIFIED.",No order bumps exposed pre-account. The upsell architecture is the tier ladder itself: cheap single-molecule entry (SIL/TAD ~$25) escalating to the 4-in-1 GOLD at ~3x the price. American Heroes Program (military/first responder discount) is the only public discount — discount amount UNVERIFIED.,"No guarantee, and explicitly no refunds. Verbatim: ""Unfortunately, BlueChew cannot accept returns for prescription treatments."" And in the ToS: ""Due to the nature of the products and services purchasable through the services any applicable fees and other charges are not refundable in whole or in part.""","$0 — claims: ""our assessments are entirely free"" and every plan includes ""a free online consultation"" and ""the prescription itself (no additional doctor fee)"". Consult cost is absorbed into the subscription.","Format-as-differentiator: chewable instead of a pill, citing an NIH source that ""40% of Americans have difficulty swallowing pills."" GOLD layers on potency claims: ""Up to 3x stronger"", ""Up to 5x faster effects"", ""Up to 8x longer-lasting"".","""GET STARTED"", ""TRY GOLD"", ""GET BLUECHEW"", ""TAKE THE QUIZ"" (caps)","""#1 Best Seller"" badge on GOLD; comparative potency claims (3x/5x/8x); LegitScript seal; dedicated /reviews page; NIH citation for the pill-swallowing stat; American Heroes Program badge; cookie/consent bar; heavy social proof via owned social channels",Quiz -> Rx -> ship (medical intake -> licensed provider -> compounded chewables shipped; ships in as little as 48 hours),"Auto-renewing subscription. ToS: ""Your payment account will be charged the then current rate for the same subscription selected by you... on each automatic renewal date"", renewing ~every 30 days. Cancel via a ""Put On Hold"" button or email support. DISCREPANCY: the ToS requires cancelling ""at least 48 hours before the next billing date"" while the Returns & Refunds page says ""at least 24 hours before your renewal date."" Refunds page also promises ""at least 3 days' notice prior to any changes in standard pricing.""","Private, no audited figures. CEO Steve Sullivan, quoted 2025-09: ""If you add up Hims, Ro, us, and some of the other brands, I think you're probably somewhere between $1 billion and $1.5 billion in revenue from the category"" and the industry is ""growing at 10% to 15%."" BlueChew's own revenue, subscriber count and funding are undisclosed — UNVERIFIED. (Data-broker estimates such as RocketReach's $7.1M are unsourced and should not be quoted to a partner.)","The single most copyable structure in this segment. BlueChew proves you can run a one-vertical brand on format novelty alone (chewable) and monetize depth with a potency ladder rather than discounting: entry at ~$25 for 6 doses, hero 4-in-1 GOLD at ~$75 for the same 6 doses. That is a ~3x ARPU lift with no new customer acquisition cost. Two cautions: they carry a hard no-refund policy with zero guarantee, which suppresses first-order conversion versus guarantee-led competitors, and their own cancellation windows contradict each other (24h vs 48h) — a real chargeback and state-AG exposure a new brand should avoid by publishing one number.",https://bluechew.com/ ; https://bluechew.com/our-stories/bluechew-cost-what-you-need-to-know ; https://bluechew.com/our-stories/beginners-guide-to-bluechew ; https://bluechew.com/return-and-refund ; https://bluechew.com/terms-and-conditions ; https://sherwood.news/business/bluechews-ceo-has-been-playing-the-long-game-in-a-small-noisy-category/ ; Meta Ad Library URL in column D — all retrieved 2026-08-14
